SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR22-01733505,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,09/30/2022 11:07:23 AM,10/04/2022 12:52:55 PM,10/04/2022 12:52:55 PM,9173 S BURNSIDE AVE,,,60619,9173,S,BURNSIDE,AVE,false,false,,,49,9,,Q044,3,06,0633,23,,11,6,9,1180003.933543,1844304.945969,41.728049094,-87.616207274,"(41.72804909391911, -87.61620727386752)"
SR22-01727340,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,09/29/2022 12:21:24 PM,10/04/2022 12:00:12 PM,10/04/2022 12:00:12 PM,1311 W 80TH ST,,,60620,1311,W,80TH,ST,false,false,,,71,21,,M041,1,06,0612,28,,12,5,9,1168915.841457,1851669.695634,41.748505332,-87.656612839,"(41.74850533168578, -87.65661283862)"
SR22-01716414,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,09/27/2022 05:01:09 PM,10/17/2022 02:16:08 PM,10/17/2022 02:16:08 PM,7729 S CARPENTER ST,,,60620,7729,S,CARPENTER,ST,true,false,,SR22-01715914,71,17,,N040,1,06,0612,22,,17,3,9,1170740.505548,1853454.138974,41.753362506,-87.649874689,"(41.75336250595388, -87.64987468931149)"
SR22-01715914,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,09/27/2022 03:52:04 PM,10/17/2022 02:16:08 PM,10/17/2022 02:16:08 PM,7701 S ABERDEEN ST,,,60620,7701,S,ABERDEEN,ST,false,false,,,71,17,,N040,1,06,0612,24,,15,3,9,1170398.891577,1853705.538896,41.754059821,-87.651119271,"(41.75405982060698, -87.65111927121045)"
SR22-01707847,Lead Inspection Request,HDF,,Health,Completed,Internet,09/26/2022 02:08:05 PM,09/27/2022 03:39:22 PM,09/27/2022 03:39:22 PM,1008 W LOYOLA AVE,,,60626,1008,W,LOYOLA,AVE,false,false,,,1,49,,N006,3,24,2432,7,,14,2,9,1168174.842107,1943983.507064,42.001837558,-87.656661283,"(42.00183755793622, -87.65666128255727)"
SR22-01704884,Lead Inspection Request,HDF,,Health,Completed,Internet,09/26/2022 09:12:35 AM,09/26/2022 10:50:49 AM,09/26/2022 10:50:49 AM,1635 N SPRINGFIELD AVE,,,60647,1635,N,SPRINGFIELD,AVE,false,false,,,23,26,,G018,3,25,2535,47,,9,2,9,1150190.142863,1910760.637202,41.911042512,-87.723694475,"(41.91104251230555, -87.72369447450941)"
SR22-01701214,Lead Inspection Request,HDF,,Health,Completed,Internet,09/25/2022 11:51:07 AM,09/26/2022 09:14:23 AM,09/26/2022 09:14:23 AM,1723 E 68TH ST,,,60649,1723,E,68TH,ST,false,false,,,43,5,,U038,3,03,0332,17,,11,1,9,1188929.049823,1860184.927806,41.77141655,-87.58300604,"(41.77141654993028, -87.58300604046585)"
SR22-01698493,Lead Inspection Request,HDF,,Health,Completed,Internet,09/24/2022 03:51:38 PM,09/26/2022 03:19:55 PM,09/26/2022 03:19:55 PM,1547 S SAINT LOUIS AVE,,,60623,1547,S,SAINT LOUIS,AVE,false,false,,,29,24,,H025,2,10,1021,13,,15,7,9,1153371.782835,1891991.486154,41.859475392,-87.712504987,"(41.85947539208105, -87.71250498675731)"
SR22-01681018,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,09/21/2022 04:24:24 PM,09/23/2022 09:47:11 AM,09/23/2022 09:47:11 AM,1610 W SUNNYSIDE AVE,,,60640,1610,W,SUNNYSIDE,AVE,false,false,,,3,47,,L011,1,19,1912,34,,16,4,9,1164705.381035,1929963.899076,41.963441827,-87.669824481,"(41.96344182716049, -87.66982448109026)"
SR22-01679962,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,09/21/2022 02:17:42 PM,09/26/2022 03:17:19 PM,09/26/2022 03:17:19 PM,7729 S CARPENTER ST,,,60620,7729,S,CARPENTER,ST,false,false,,,71,17,,N040,1,06,0612,22,,14,4,9,1170740.505548,1853454.138974,41.753362506,-87.649874689,"(41.75336250595388, -87.64987468931149)"
SR22-01676320,Lead Inspection Request,HDF,,Health,Completed,Mobile Device,09/21/2022 05:03:40 AM,09/21/2022 09:07:37 AM,09/21/2022 09:07:37 AM,9900 S VINCENNES AVE,,,60643,9900,S,VINCENNES,AVE,false,false,,,73,34,,M046,1,22,2213,49,,5,4,9,1169893.597573,1839107.713106,41.714012286,-87.653393627,"(41.71401228563519, -87.65339362716622)"
SR22-01668082,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,09/19/2022 08:45:28 PM,09/20/2022 09:32:19 AM,09/20/2022 09:32:19 AM,7000 S WOOD ST,,,60636,7000,S,WOOD,ST,false,false,,,67,17,,L038,3,07,0735,31,,20,2,9,1165497.764101,1858221.806445,41.76655833,-87.668952487,"(41.76655832973406, -87.66895248675972)"
SR22-01663230,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,09/19/2022 10:29:49 AM,09/19/2022 12:28:15 PM,09/19/2022 12:28:15 PM,7046 S VERNON AVE,,,60637,7046,S,VERNON,AVE,false,false,,,69,6,,R038,2,03,0322,7,,10,2,9,1180395.494348,1858185.034218,41.766128673,-87.61434807,"(41.766128673344944, -87.61434807025893)"
SR22-01655240,Lead Inspection Request,HDF,,Health,Completed,Internet,09/17/2022 12:19:10 PM,09/22/2022 09:57:12 AM,09/22/2022 09:57:12 AM,11655 S LOWE AVE,,,60628,11655,S,LOWE,AVE,false,false,,,53,34,,O050,2,05,0524,33,,12,7,9,1174120.096739,1827654.654036,41.682490729,-87.638253081,"(41.682490729249515, -87.63825308102705)"
SR22-01644911,Lead Inspection Request,HDF,,Health,Completed,Internet,09/15/2022 04:25:31 PM,09/16/2022 09:57:20 AM,09/16/2022 09:57:20 AM,415 N CENTRAL PARK BLVD,,,60624,415,N,CENTRAL PARK,BLVD,false,false,,,23,27,,G021,2,11,1123,23,,16,5,9,1152282.032387,1902636.170383,41.888707127,-87.716224236,"(41.88870712744645, -87.71622423621106)"
SR22-01643584,Lead Inspection Request,HDF,,Health,Completed,Internet,09/15/2022 02:02:54 PM,09/16/2022 09:50:25 AM,09/16/2022 09:50:25 AM,6030 N SHERIDAN RD,,,60660,6030,N,SHERIDAN,RD,false,false,,,77,48,,N007,3,24,2433,31,,14,5,9,1168422.106897,1940340.038277,41.991834448,-87.65585768,"(41.99183444788362, -87.6558576799465)"
SR22-01635964,Lead Inspection Request,HDF,,Health,Completed,Internet,09/14/2022 01:14:14 PM,09/14/2022 02:12:29 PM,09/14/2022 02:12:29 PM,4841 W ROSCOE ST,,,60641,4841,W,ROSCOE,ST,false,false,,,15,31,,D014,3,16,1634,34,,13,4,9,1143323.913361,1922024.951699,41.942084077,-87.748636731,"(41.94208407701815, -87.74863673143447)"
SR22-01587766,Lead Inspection Request,HDF,,Health,Completed,Internet,09/07/2022 11:27:58 AM,09/12/2022 01:05:09 PM,09/12/2022 01:05:09 PM,3848 W 83RD PL,,,60652,3848,W,83RD,PL,false,false,,,70,18,,G042,3,08,0834,11,,11,4,9,1151995.893409,1848997.788696,41.741521602,-87.718684004,"(41.74152160156714, -87.71868400397089)"
SR22-01569597,Lead Inspection Request,HDF,,Health,Completed,Internet,09/04/2022 11:44:52 AM,09/06/2022 10:25:13 AM,09/06/2022 10:25:13 AM,4951 W WALTON ST,,,60651,4951,W,WALTON,ST,false,false,,,25,37,,D020,3,15,1531,20,,11,1,9,1142969.277936,1905712.871674,41.897328649,-87.750347762,"(41.8973286493213, -87.75034776237531)"
SR22-01564924,Lead Inspection Request,HDF,,Health,Completed,spot-open311-Chicago+Works,09/03/2022 09:50:54 AM,09/06/2022 10:04:05 AM,09/06/2022 10:04:05 AM,552 E 80TH ST,Chicago,IL,60619,552,E,80TH,ST,false,false,,,44,6,,R041,2,06,0624,42,,9,7,9,1181529.006443,1852099.062725,41.749402047,-87.610380847,"(41.749402046941796, -87.6103808472288)"
SR22-01556362,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,09/01/2022 07:31:11 PM,09/04/2022 01:16:04 PM,09/04/2022 01:16:04 PM,4748 N HARDING AVE,,,60625,4748,N,HARDING,AVE,false,false,,,14,35,,G011,2,17,1723,30,,19,5,9,1149075.281354,1931464.63652,41.967877699,-87.727252374,"(41.96787769940952, -87.72725237399624)"
SR22-01551602,Lead Inspection Request,HDF,,Health,Completed,Internet,09/01/2022 09:20:49 AM,09/02/2022 09:26:06 AM,09/02/2022 09:26:06 AM,5935 N RAVENSWOOD AVE,,,60660,5935,N,RAVENSWOOD,AVE,false,false,,,77,40,,L008,1,20,2012,36,,9,5,9,1163421.314623,1939407.337732,41.989382172,-87.674278427,"(41.98938217213938, -87.67427842673065)"
SR22-01549550,Lead Inspection Request,HDF,,Health,Completed,Internet,08/31/2022 08:41:46 PM,09/02/2022 12:18:36 PM,09/02/2022 12:18:36 PM,3445 S RHODES AVE,,,60616,3445,S,RHODES,AVE,false,false,,,35,4,,R029,1,02,0211,36,,20,4,8,1180613.627357,1882023.233911,41.831537786,-87.612816154,"(41.83153778607045, -87.61281615434632)"
SR22-01548821,Lead Inspection Request,HDF,,Health,Completed,Internet,08/31/2022 05:40:51 PM,09/02/2022 10:31:22 AM,09/02/2022 10:31:22 AM,1929 S HALSTED ST,,,60608,1929,S,HALSTED,ST,false,false,,,31,11,,O026,3,12,1235,3,,17,4,8,1171420.768516,1890798.208547,41.855823702,-87.64628784,"(41.85582370234578, -87.64628783995086)"
SR22-01538824,Lead Inspection Request,HDF,,Health,Completed,Internet,08/30/2022 12:23:09 PM,08/31/2022 10:44:53 AM,08/31/2022 10:44:53 AM,11023 S DR MARTIN LUTHER KING JR DR,,,60628,11023,S,DR MARTIN LUTHER KING JR,DR,false,false,,,49,9,,R048,1,05,0513,38,,12,3,8,1180880.551644,1831875.245907,41.693920293,-87.613376788,"(41.693920293171665, -87.61337678777517)"
SR22-01524118,Lead Inspection Request,HDF,,Health,Completed,Internet,08/28/2022 09:14:27 AM,08/31/2022 11:07:03 AM,08/31/2022 11:07:03 AM,3816 N OAK PARK AVE,,,60634,3816,N,OAK PARK,AVE,false,false,,,17,38,,Y113,3,16,1632,38,,9,1,8,1130298.581063,1924696.724413,41.949649545,-87.796449872,"(41.94964954536049, -87.79644987173425)"
SR22-01523081,Lead Inspection Request,HDF,,Health,Completed,Internet,08/27/2022 11:41:49 PM,08/29/2022 12:54:04 PM,08/29/2022 12:54:04 PM,2241 W DEVON AVE,,,60659,2241,W,DEVON,AVE,false,false,,,2,50,,K007,1,24,2413,31,,23,7,8,1160047.820301,1942369.110108,41.997579951,-87.68660439,"(41.9975799513271, -87.6866043899103)"
SR22-01519430,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,08/27/2022 09:32:15 AM,08/31/2022 11:00:49 AM,08/31/2022 11:00:49 AM,1007 N LAVERGNE AVE,,,60651,1007,N,LAVERGNE,AVE,true,false,,SR22-01519423,25,37,,D020,3,15,1531,20,,9,7,8,1142897.961946,1906306.262427,41.898958312,-87.750594896,"(41.89895831153868, -87.75059489628482)"
SR22-01519423,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,08/27/2022 09:30:42 AM,08/31/2022 11:00:49 AM,08/31/2022 11:00:49 AM,1007 N LAVERGNE AVE,,,60651,1007,N,LAVERGNE,AVE,false,false,,,25,37,,D020,3,15,1531,20,,9,7,8,1142897.961946,1906306.262427,41.898958312,-87.750594896,"(41.89895831153868, -87.75059489628482)"
SR22-01510748,Lead Inspection Request,HDF,,Health,Completed,spot-open311-Chicago+Works,08/25/2022 03:42:22 PM,08/26/2022 10:19:58 AM,08/26/2022 10:19:58 AM,4110 N DAMEN AVE,Chicago,IL,60618,4110,N,DAMEN,AVE,false,false,,,5,47,,K012,1,19,1911,12,,15,5,8,1162205.754102,1927382.365225,41.956410719,-87.679087222,"(41.95641071907759, -87.67908722181461)"
SR22-01510727,Lead Inspection Request,HDF,,Health,Completed,spot-open311-Chicago+Works,08/25/2022 03:40:00 PM,08/26/2022 10:18:48 AM,08/26/2022 10:18:48 AM,4110 N DAMEN AVE,Chicago,IL,60618,4110,N,DAMEN,AVE,false,false,,,5,47,,K012,1,19,1911,12,,15,5,8,1162205.754102,1927382.365225,41.956410719,-87.679087222,"(41.95641071907759, -87.67908722181461)"
SR22-01504288,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,08/24/2022 04:24:13 PM,08/25/2022 09:35:07 AM,08/25/2022 09:35:07 AM,26 E 101ST ST,,,60628,26,E,101ST,ST,false,false,,,49,9,,Q046,1,05,0511,2,,16,4,8,1178317.41181,1838093.960416,41.711043723,-87.622573114,"(41.71104372287734, -87.62257311370944)"
SR22-01502355,Lead Inspection Request,HDF,,Health,Completed,Internet,08/24/2022 12:28:18 PM,08/25/2022 02:34:34 PM,08/25/2022 02:34:34 PM,2535 S SAINT LOUIS AVE,,,60623,2535,S,SAINT LOUIS,AVE,false,false,,,30,22,,H027,2,10,1024,18,,12,4,8,1153511.377567,1886782.372993,41.8451782,-87.7121309,"(41.845178200050995, -87.71213090026174)"
SR22-01498693,Lead Inspection Request,HDF,,Health,Completed,Internet,08/23/2022 08:23:08 PM,08/24/2022 10:16:30 AM,08/24/2022 10:16:30 AM,7360 N DAMEN AVE,,,60645,7360,N,DAMEN,AVE,false,false,,,1,49,,K004,2,24,2424,19,,20,3,8,1161580.395654,1949012.937244,42.015778893,-87.68078033,"(42.01577889312183, -87.68078033030375)"
SR22-01494268,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,08/23/2022 10:18:37 AM,08/24/2022 11:17:08 AM,08/24/2022 11:17:08 AM,9105 S MARSHFIELD AVE,,,60620,9105,S,MARSHFIELD,AVE,false,false,,,73,21,,L044,2,22,2221,14,,10,3,8,1167027.48117,1844266.045086,41.728229177,-87.663743546,"(41.72822917744687, -87.66374354622667)"
SR22-01476735,Lead Inspection Request,HDF,,Health,Completed,Internet,08/19/2022 08:51:40 PM,08/22/2022 01:47:56 PM,08/22/2022 01:47:56 PM,719 N WABASH AVE,,,60611,719,N,WABASH,AVE,true,false,,SR22-01476726,8,42,,Q021,3,18,1834,23,,20,6,8,1176612.871929,1905319.32902,41.895554937,-87.626791711,"(41.89555493664596, -87.62679171073339)"
SR22-01476726,Lead Inspection Request,HDF,,Health,Completed,Internet,08/19/2022 08:46:29 PM,08/22/2022 01:47:56 PM,08/22/2022 01:47:56 PM,719 N WABASH AVE,,,60611,719,N,WABASH,AVE,false,false,,,8,42,,Q021,3,18,1834,23,,20,6,8,1176612.871929,1905319.32902,41.895554937,-87.626791711,"(41.89555493664596, -87.62679171073339)"
SR22-01469251,Lead Inspection Request,HDF,,Health,Completed,Mobile Device,08/18/2022 06:59:06 PM,08/19/2022 01:33:28 PM,08/19/2022 01:33:28 PM,1363 W GREENLEAF AVE,,,60626,1363,W,GREENLEAF,AVE,false,false,,,1,49,,M005,2,24,2423,29,,18,5,8,1165895.948346,1946872.096359,42.009813017,-87.664962047,"(42.00981301661007, -87.66496204656234)"
SR22-01455723,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,08/16/2022 09:12:53 PM,08/18/2022 10:21:28 AM,08/18/2022 10:21:28 AM,4625 S EVANS AVE,,,60653,4625,S,EVANS,AVE,false,false,,,38,4,,R032,2,02,0221,12,,21,3,8,1182112.385133,1874379.422123,41.810527974,-87.607554042,"(41.810527974432844, -87.60755404155296)"
SR22-01453442,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,08/16/2022 02:54:39 PM,08/18/2022 10:20:16 AM,08/18/2022 10:20:16 AM,721 W 19TH PL,,,60616,721,W,19TH,PL,false,false,,,31,11,,O026,3,12,1235,3,,14,3,8,1171613.892831,1890797.537426,41.855817618,-87.645579004,"(41.855817618108226, -87.64557900368533)"
SR22-01421607,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,08/11/2022 09:07:35 AM,08/15/2022 12:38:16 PM,08/15/2022 12:38:16 PM,12030 S PRINCETON AVE,,,60628,12030,S,PRINCETON,AVE,false,false,,,53,34,,P051,2,05,0523,16,,9,5,8,1176373.520626,1825022.768235,41.67521824,-87.630082862,"(41.6752182396347, -87.6300828616205)"
SR22-01419461,Lead Inspection Request,HDF,,Health,Completed,Mobile Device,08/10/2022 08:42:29 PM,08/15/2022 12:55:06 PM,08/15/2022 12:55:06 PM,7227 S UNIVERSITY AVE,,,60619,7227,S,UNIVERSITY,AVE,false,false,,,69,5,,S039,2,03,0324,2,,20,4,8,1185214.870774,1857201.882639,41.763318908,-87.596714407,"(41.76331890824434, -87.59671440746294)"
SR22-01418959,Lead Inspection Request,HDF,,Health,Completed,Internet,08/10/2022 06:48:00 PM,08/11/2022 09:13:33 AM,08/11/2022 09:13:33 AM,5432 S KIMBARK AVE,,,60615,5432,S,KIMBARK,AVE,false,false,,,41,5,,T034,3,02,0234,3,,18,4,8,1185481.336486,1869457.438295,41.796942944,-87.595352272,"(41.79694294412001, -87.59535227180967)"
SR22-01417642,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,08/10/2022 03:28:57 PM,08/11/2022 10:44:26 AM,08/11/2022 10:44:26 AM,8266 S ANTHONY AVE,,,60617,8266,S,ANTHONY,AVE,false,false,,,45,8,,U041,1,04,0414,30,,15,4,8,1189915.359109,1850437.358829,41.744644705,-87.579703644,"(41.744644704693314, -87.57970364439034)"
SR22-01414699,Lead Inspection Request,HDF,,Health,Completed,Internet,08/10/2022 10:25:33 AM,08/12/2022 10:02:09 AM,08/12/2022 10:02:09 AM,3311 N HARDING AVE,,,60618,3311,N,HARDING,AVE,false,false,,,21,30,,G014,3,17,1732,8,,10,4,8,1149559.553118,1921791.252142,41.941323784,-87.725723913,"(41.941323784321796, -87.72572391258215)"
SR22-01411842,Lead Inspection Request,HDF,,Health,Completed,Mobile Device,08/09/2022 09:02:15 PM,08/12/2022 09:55:19 AM,08/12/2022 09:55:19 AM,1363 W GREENLEAF AVE,,,60626,1363,W,GREENLEAF,AVE,false,false,,,1,49,,M005,2,24,2423,29,,21,3,8,1165895.948346,1946872.096359,42.009813017,-87.664962047,"(42.00981301661007, -87.66496204656234)"
SR22-01410470,Lead Inspection Request,HDF,,Health,Completed,Internet,08/09/2022 04:43:49 PM,08/12/2022 09:56:36 AM,08/12/2022 09:56:36 AM,5611 N AUSTIN AVE,,,60646,5611,N,AUSTIN,AVE,false,false,,,11,45,,B007,2,16,1622,41,,16,3,8,1135307.758899,1936998.580483,41.983319435,-87.777743215,"(41.98331943479561, -87.77774321473873)"
SR22-01407342,Lead Inspection Request,HDF,,Health,Completed,Internet,08/09/2022 11:10:41 AM,08/10/2022 09:46:13 AM,08/10/2022 09:46:13 AM,9139 S COMMERCIAL AVE,,,60617,9139,S,COMMERCIAL,AVE,false,false,,,46,10,,X044,2,04,0424,36,,11,3,8,1197846.141914,1844773.938563,41.728909559,-87.550833496,"(41.72890955895007, -87.5508334956126)"
SR22-01406074,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,08/09/2022 08:46:59 AM,08/09/2022 10:12:14 AM,08/09/2022 10:12:14 AM,7234 S JEFFERY BLVD,,,60649,7234,S,JEFFERY,BLVD,false,false,,,43,5,,U039,3,03,0333,6,,8,3,8,1190716.657752,1857244.639882,41.763305181,-87.576548226,"(41.7633051806745, -87.57654822619321)"
SR22-01402996,Lead Inspection Request,HDF,,Health,Completed,Internet,08/08/2022 05:12:36 PM,08/10/2022 10:30:33 AM,08/10/2022 10:30:33 AM,1369 E HYDE PARK BLVD,,,60615,1369,E,HYDE PARK,BLVD,false,false,,,41,4,,T034,3,02,0234,1,,17,2,8,1186312.142049,1871389.046258,41.802223809,-87.592244587,"(41.80222380855526, -87.5922445872406)"
SR22-01401003,Lead Inspection Request,HDF,,Health,Completed,Alderman's Office,08/08/2022 01:40:26 PM,08/12/2022 09:02:23 AM,08/12/2022 09:02:23 AM,2107 W COULTER ST,,,60608,2107,W,COULTER,ST,false,false,,,31,25,,K027,3,10,1034,26,,13,2,8,1162668.123255,1887940.155223,41.848168608,-87.678494273,"(41.84816860757634, -87.67849427320033)"
SR22-01397299,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,08/08/2022 04:04:55 AM,08/12/2022 09:52:45 AM,08/12/2022 09:52:45 AM,4519 S MICHIGAN AVE,,,60653,4519,S,MICHIGAN,AVE,false,false,,,38,3,,Q032,1,02,0215,15,,4,2,8,1178039.144707,1875059.638629,41.812487972,-87.622473465,"(41.81248797230861, -87.62247346461841)"
SR22-01395054,Lead Inspection Request,HDF,,Health,Completed,Mobile Device,08/07/2022 01:56:31 PM,08/10/2022 10:27:21 AM,08/10/2022 10:27:21 AM,5024 W OHIO ST,,,60644,5024,W,OHIO,ST,false,false,,,25,37,,D021,3,15,1532,34,,13,1,8,1142621.663462,1903584.912856,41.891495754,-87.751677506,"(41.891495754496944, -87.75167750591213)"
SR22-01370491,Lead Inspection Request,HDF,,Health,Completed,Internet,08/03/2022 12:46:27 PM,08/10/2022 10:26:04 AM,08/10/2022 10:26:04 AM,3312 N HARDING AVE,,,60618,3312,N,HARDING,AVE,false,false,,,21,30,,G014,3,17,1732,8,,12,4,8,1149404.837531,1921810.038347,41.941378343,-87.726292069,"(41.94137834310945, -87.72629206875119)"
SR22-01362785,Lead Inspection Request,HDF,,Health,Completed,Internet,08/02/2022 11:46:10 AM,08/03/2022 09:50:15 AM,08/03/2022 09:50:15 AM,3901 W 82ND ST,,,60652,3901,W,82ND,ST,false,false,,,70,18,,G041,3,08,0834,11,,11,3,8,1151762.094045,1849827.560046,41.743803218,-87.719518959,"(41.743803218150155, -87.71951895926884)"
SR22-01362695,Lead Inspection Request,HDF,,Health,Completed,Mobile Device,08/02/2022 11:33:52 AM,08/08/2022 08:57:57 AM,08/08/2022 08:57:57 AM,5627 N KEYSTONE AVE,,,60646,5627,N,KEYSTONE,AVE,false,false,,,13,39,,F008,1,17,1711,39,,11,3,8,1148450.731692,1937196.406081,41.983618164,-87.72940023,"(41.9836181636561, -87.72940023035147)"
SR22-01352305,Lead Inspection Request,HDF,,Health,Completed,Mobile Device,08/01/2022 03:02:55 AM,08/03/2022 09:52:20 AM,08/03/2022 09:52:20 AM,4184 N ELSTON AVE,,,60618,4184,N,ELSTON,AVE,false,false,,,16,39,,G012,2,17,1723,28,,3,2,8,1149886.7707,1927509.675015,41.957009211,-87.724371919,"(41.95700921134189, -87.72437191939179)"
SR22-01347674,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,07/31/2022 08:08:24 AM,08/03/2022 09:41:12 AM,08/03/2022 09:41:12 AM,906 W 77TH ST,,,60620,906,W,77TH,ST,false,false,,,71,17,,N040,2,06,0621,2,,8,1,7,1171546.10834,1853793.078963,41.754275002,-87.646912549,"(41.75427500176619, -87.64691254876277)"
SR22-01338294,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,07/29/2022 02:50:45 PM,08/02/2022 01:07:08 PM,08/02/2022 01:07:08 PM,5040 W ADAMS ST,,,60644,5040,W,ADAMS,ST,false,false,,,25,28,,D023,3,15,1533,12,,14,6,7,1142811.344414,1898944.765114,41.878759093,-87.751096508,"(41.8787590929945, -87.75109650818372)"
SR22-01333013,Lead Inspection Request,HDF,,Health,Completed,Internet,07/28/2022 09:17:23 PM,08/02/2022 09:31:01 AM,08/02/2022 09:31:01 AM,749 E 65TH ST,,,60637,749,E,65TH,ST,true,false,,SR22-01332989,42,20,,R037,2,03,0321,18,,21,5,7,1182570.892763,1862031.566784,41.776633756,-87.606255352,"(41.77663375623702, -87.60625535177883)"
SR22-01333002,Lead Inspection Request,HDF,,Health,Completed,Internet,07/28/2022 09:13:03 PM,08/02/2022 09:31:01 AM,08/02/2022 09:31:01 AM,749 E 65TH ST,,,60637,749,E,65TH,ST,true,false,,SR22-01332989,42,20,,R037,2,03,0321,18,,21,5,7,1182570.892763,1862031.566784,41.776633756,-87.606255352,"(41.77663375623702, -87.60625535177883)"
SR22-01332989,Lead Inspection Request,HDF,,Health,Completed,Internet,07/28/2022 09:09:34 PM,08/02/2022 09:31:01 AM,08/02/2022 09:31:01 AM,749 E 65TH ST,,,60637,749,E,65TH,ST,false,false,,,42,20,,R037,2,03,0321,18,,21,5,7,1182570.892763,1862031.566784,41.776633756,-87.606255352,"(41.77663375623702, -87.60625535177883)"
SR22-01321310,Lead Inspection Request,HDF,,Health,Completed,Internet,07/27/2022 02:20:25 PM,09/30/2022 01:42:26 PM,08/02/2022 12:28:53 PM,1929 W EVERGREEN AVE,,,60622,1929,W,EVERGREEN,AVE,false,false,,,24,1,,L019,2,14,1424,11,,14,4,7,1163389.887266,1909094.027091,41.906201528,-87.675250094,"(41.90620152825649, -87.67525009387904)"
SR22-01313816,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,07/26/2022 03:02:54 PM,08/02/2022 09:39:09 AM,08/02/2022 09:39:09 AM,6841 W ADDISON ST,,,60634,6841,W,ADDISON,ST,false,false,,,17,38,,Y114,3,16,1632,4,,15,3,7,1130001.744579,1923090.828313,41.945247881,-87.797577925,"(41.94524788096873, -87.7975779253639)"
SR22-01305047,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,07/25/2022 03:10:25 PM,09/12/2022 10:08:10 AM,09/12/2022 10:08:10 AM,10655 S CHAMPLAIN AVE,,,60628,10655,S,CHAMPLAIN,AVE,false,false,,,50,9,,R047,1,05,0512,8,,15,2,7,1182570.756818,1834277.578358,41.700473679,-87.60711442,"(41.700473678750406, -87.6071144198012)"
SR22-01297945,Lead Inspection Request,HDF,,Health,Completed,Mobile Device,07/24/2022 04:46:04 PM,09/07/2022 10:56:08 AM,09/07/2022 10:56:08 AM,2849 N HAMLIN AVE,,,60618,2849,N,HAMLIN,AVE,false,false,,,21,30,,G015,2,25,2523,24,,16,1,7,1150632.791405,1918887.951548,41.933335946,-87.721855423,"(41.93333594590917, -87.72185542340004)"
SR22-01269406,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,07/20/2022 12:44:07 PM,10/21/2022 04:42:53 PM,08/02/2022 08:54:35 AM,7400 S CHAPPEL AVE,,,60649,7400,S,CHAPPEL,AVE,false,false,,,43,8,,V039,3,03,0333,42,,12,4,7,1191153.15666,1856273.404983,41.760629483,-87.574979783,"(41.76062948310483, -87.57497978319674)"
SR22-01263444,Lead Inspection Request,HDF,311 City Services,Health,Completed,Phone Call,07/19/2022 03:45:03 PM,08/01/2022 01:28:01 PM,08/01/2022 01:28:01 PM,6301 W DIVERSEY AVE,,,60639,6301,W,DIVERSEY,AVE,false,false,,,19,30,,A016,1,25,2512,29,,15,3,7,1133876.8944,1917853.287187,41.930808133,-87.78345757,"(41.93080813317471, -87.7834575697068)"
