SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR22-01605803,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/09/2022 04:56:43 PM,09/10/2022 09:38:09 AM,09/10/2022 09:38:09 AM,8154 S BURNHAM AVE,,,60617,8154,S,BURNHAM,AVE,false,false,,,46,7,,W041,2,04,0422,24,,16,6,9,1196187.204944,1851213.049933,41.746620232,-87.556697582,"(41.74662023177498, -87.55669758174967)"
SR22-01605539,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/09/2022 04:14:22 PM,09/10/2022 08:59:37 AM,09/10/2022 08:59:37 AM,2910 N PARKSIDE AVE,,,60634,2910,N,PARKSIDE,AVE,false,false,,,19,31,,B015,1,25,2514,15,,16,6,9,1138122.142944,1918850.343002,41.93346839,-87.767832756,"(41.93346839011327, -87.76783275612765)"
SR22-01605222,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Alderman's Office,09/09/2022 03:33:02 PM,09/10/2022 09:00:24 AM,09/10/2022 09:00:24 AM,1104 W WELLINGTON AVE,,,60657,1104,W,WELLINGTON,AVE,false,false,,,6,44,,N015,3,19,1933,27,,15,6,9,1168334.942143,1920161.737772,41.936466395,-87.656764363,"(41.93646639465587, -87.65676436287127)"
SR22-01604786,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Canceled,Phone Call,09/09/2022 02:42:39 PM,09/10/2022 09:01:08 AM,09/10/2022 09:01:08 AM,321 W 109TH PL,,,60628,321,W,109TH,PL,false,false,,,49,34,,P048,1,05,0513,27,,14,6,9,1175988.309651,1832237.496713,41.69502518,-87.631277603,"(41.69502517994285, -87.63127760317097)"
SR22-01604675,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Canceled,Phone Call,09/09/2022 02:31:26 PM,09/10/2022 09:02:14 AM,09/10/2022 09:02:14 AM,11424 S SAINT LAWRENCE AVE,,,60628,11424,S,SAINT LAWRENCE,AVE,false,false,,,50,9,,R049,3,05,0531,37,,14,6,9,1182217.871469,1829207.564333,41.686569031,-87.608562746,"(41.686569030607025, -87.60856274596483)"
SR22-01604510,Nuisance Animal Complaint,EAB,Alderman,Animal Care and Control,Completed,Alderman's Office,09/09/2022 02:12:48 PM,09/10/2022 09:26:47 AM,09/10/2022 09:26:47 AM,5349 S MELVINA AVE,,,60638,5349,S,MELVINA,AVE,false,false,,,56,23,,A034,1,08,0811,14,,14,6,9,1136031.393442,1868267.788179,41.794700164,-87.776721484,"(41.794700164342004, -87.77672148423603)"
SR22-01604347,Nuisance Animal Complaint,EAB,Alderman,Animal Care and Control,Completed,Alderman's Office,09/09/2022 01:58:23 PM,09/10/2022 08:59:07 PM,09/10/2022 08:59:07 PM,9355 S YATES BLVD,,,60617,9355,S,YATES,BLVD,false,false,,,48,7,,W044,2,04,0423,37,,13,6,9,1193835.607761,1843407.501873,41.725259038,-87.565569381,"(41.72525903829077, -87.5655693809026)"
SR22-01603933,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/09/2022 01:21:19 PM,09/10/2022 09:06:15 AM,09/10/2022 09:06:15 AM,2113 N KARLOV AVE,,,60639,2113,N,KARLOV,AVE,false,false,,,20,26,,F017,2,25,2525,49,,13,6,9,1148771.093522,1913824.234007,41.919476876,-87.728828288,"(41.91947687626058, -87.72882828829393)"
SR22-01603405,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Canceled,Phone Call,09/09/2022 12:37:26 PM,09/10/2022 09:07:34 AM,09/10/2022 09:07:34 AM,2426 S SACRAMENTO AVE,,,60623,2426,S,SACRAMENTO,AVE,false,false,,,30,12,,I027,3,10,1033,22,,12,6,9,1156674.141852,1887611.536893,41.847390157,-87.700501452,"(41.847390157453866, -87.7005014518131)"
SR22-01602850,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,09/09/2022 11:47:51 AM,09/10/2022 09:08:38 AM,09/10/2022 09:08:38 AM,636 E 87TH PL,,,60619,636,E,87TH,PL,false,false,,,44,6,,R043,3,06,0632,13,,11,6,9,1182168.122529,1847188.785797,41.735912938,-87.608190514,"(41.73591293754201, -87.60819051363067)"
SR22-01602558,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Mobile Device,09/09/2022 11:22:40 AM,09/10/2022 09:09:11 AM,09/10/2022 09:09:11 AM,1443 S AVERS AVE,,,60623,1443,S,AVERS,AVE,false,false,,,29,24,,G025,1,10,1011,24,,11,6,9,1151021.316682,1892634.643055,41.861286606,-87.721116071,"(41.861286605697266, -87.72111607136328)"
SR22-01601992,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,09/09/2022 10:21:27 AM,09/10/2022 09:09:50 AM,09/10/2022 09:09:50 AM,3533 W 66TH ST,,,60629,3533,W,66TH,ST,false,false,,,66,23,,H037,3,08,0831,19,,10,6,9,1153830.319719,1860539.996878,41.773159155,-87.711657064,"(41.77315915504817, -87.71165706391986)"
SR22-01601962,Nuisance Animal Complaint,EAB,,Animal Care and Control,Canceled,Internet,09/09/2022 10:18:57 AM,09/10/2022 09:10:55 AM,09/10/2022 09:10:55 AM,5050 N BROADWAY ST,,,60640,5050,N,BROADWAY,ST,false,false,,,3,47,,M010,3,20,2033,19,,10,6,9,1167273.820158,1933967.037414,41.97437161,-87.660265608,"(41.97437161008335, -87.660265608283)"
SR22-01601892,Nuisance Animal Complaint,EAB,Alderman,Animal Care and Control,Completed,Alderman's Office,09/09/2022 10:11:31 AM,09/10/2022 09:08:04 AM,09/10/2022 09:08:04 AM,5319 S NAGLE AVE,,,60638,5319,S,NAGLE,AVE,false,false,,,56,23,,Z134,1,08,0811,3,,10,6,9,1134359.168291,1868520.186178,41.795422338,-87.782847723,"(41.79542233789009, -87.7828477229553)"
SR22-01601883,Nuisance Animal Complaint,EAB,Alderman,Animal Care and Control,Completed,Alderman's Office,09/09/2022 10:10:34 AM,09/10/2022 09:07:32 AM,09/10/2022 09:07:32 AM,5307 S NAGLE AVE,,,60638,5307,S,NAGLE,AVE,false,false,,,56,23,,Z134,1,08,0811,3,,10,6,9,1134348.124061,1868631.151608,41.795727041,-87.782885618,"(41.79572704106359, -87.78288561781362)"
SR22-01601876,Nuisance Animal Complaint,EAB,Alderman,Animal Care and Control,Canceled,Alderman's Office,09/09/2022 10:09:26 AM,09/09/2022 02:24:07 PM,09/09/2022 02:24:07 PM,5301 S NAGLE AVE,,,60638,5301,S,NAGLE,AVE,false,false,,,56,23,,Z134,1,08,0811,3,,10,6,9,1134354.272555,1868695.518923,41.795903569,-87.782861559,"(41.79590356850937, -87.78286155901267)"
SR22-01601866,Nuisance Animal Complaint,EAB,Alderman,Animal Care and Control,Canceled,Alderman's Office,09/09/2022 10:08:13 AM,09/09/2022 02:23:11 PM,09/09/2022 02:23:11 PM,5311 S NAGLE AVE,,,60638,5311,S,NAGLE,AVE,false,false,,,56,23,,Z134,1,08,0811,3,,10,6,9,1134354.222651,1868594.276132,41.795625741,-87.782864119,"(41.79562574096173, -87.78286411940552)"
SR22-01601817,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/09/2022 10:03:21 AM,09/09/2022 02:16:41 PM,09/09/2022 02:16:41 PM,3334 N OKETO AVE,,,60634,3334,N,OKETO,AVE,false,false,,,17,29,,X114,3,16,1631,32,,10,6,9,1126142.491704,1921437.18803,41.940775407,-87.811800361,"(41.940775406587576, -87.81180036125609)"
SR22-01601383,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/09/2022 09:16:42 AM,09/12/2022 02:02:06 PM,09/12/2022 02:02:06 PM,8825 S EXCHANGE AVE,,,60617,8825,S,EXCHANGE,AVE,false,false,,,46,10,,X043,2,04,0423,18,,9,6,9,1197379.907797,1846909.408765,41.734781082,-87.552470414,"(41.73478108236774, -87.55247041398424)"
SR22-01601309,Nuisance Animal Complaint,EAB,Alderman,Animal Care and Control,Completed,Alderman's Office,09/09/2022 09:08:28 AM,09/09/2022 02:16:19 PM,09/09/2022 02:16:19 PM,3325 N OKETO AVE,,,60634,3325,N,OKETO,AVE,false,false,,,17,29,,X114,3,16,1631,32,,9,6,9,1126294.02033,1921336.774675,41.940497329,-87.811245674,"(41.940497328859955, -87.81124567387177)"
SR22-01600671,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,09/09/2022 07:57:06 AM,09/12/2022 02:33:04 PM,09/12/2022 02:33:04 PM,3846 N ELSTON AVE,,,60618,3846,N,ELSTON,AVE,true,false,,SR22-01592693,16,35,,H013,3,17,1732,26,,7,6,9,1152234.144538,1925382.28751,41.951125411,-87.715798582,"(41.95112541139874, -87.7157985824203)"
SR22-01600664,Nuisance Animal Complaint,EAB,,Animal Care and Control,Canceled,Internet,09/09/2022 07:55:47 AM,09/09/2022 09:40:22 AM,09/09/2022 09:40:22 AM,5342 W ROSCOE ST,,,60641,5342,W,ROSCOE,ST,false,false,,,15,30,,C014,3,16,1634,9,,7,6,9,1139966.634337,1922168.468182,41.942540077,-87.760972844,"(41.94254007681886, -87.7609728443636)"
SR22-01600643,Nuisance Animal Complaint,EAB,,Animal Care and Control,Canceled,Internet,09/09/2022 07:51:37 AM,09/10/2022 09:13:12 AM,09/10/2022 09:13:12 AM,4944 N RUTHERFORD AVE,,,60656,4944,N,RUTHERFORD,AVE,true,false,,SR22-01600421,10,41,,Z110,1,16,1613,24,,7,6,9,1130495.231341,1932665.810975,41.971514186,-87.795543148,"(41.9715141859765, -87.7955431480666)"
SR22-01600529,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Canceled,Phone Call,09/09/2022 07:35:42 AM,09/09/2022 09:39:16 AM,09/09/2022 09:39:16 AM,11338 S CARPENTER ST,,,60643,11338,S,CARPENTER,ST,false,false,,,75,34,,N049,3,22,2234,8,,7,6,9,1171354.53078,1829512.892921,41.687650822,-87.648322618,"(41.68765082222521, -87.64832261778147)"
SR22-01600513,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/09/2022 07:32:56 AM,09/09/2022 09:37:50 AM,09/09/2022 09:37:50 AM,7142 S SPAULDING AVE,,,60629,7142,S,SPAULDING,AVE,false,false,,,66,17,,H039,3,08,0831,1,,7,6,9,1155533.032659,1856882.431123,41.763088283,-87.705513138,"(41.76308828304889, -87.70551313803712)"
SR22-01600421,Nuisance Animal Complaint,EAB,,Animal Care and Control,Canceled,Internet,09/09/2022 07:16:05 AM,09/10/2022 09:13:12 AM,09/10/2022 09:13:12 AM,4944 N RUTHERFORD AVE,,,60656,4944,N,RUTHERFORD,AVE,false,false,,,10,41,,Z110,1,16,1613,24,,7,6,9,1130495.231341,1932665.810975,41.971514186,-87.795543148,"(41.9715141859765, -87.7955431480666)"
SR22-01600364,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/09/2022 07:05:16 AM,09/12/2022 02:04:27 PM,09/12/2022 02:04:27 PM,3432 S LOWE AVE,,,60616,3432,S,LOWE,AVE,false,false,,,60,11,,O029,1,09,0915,26,,7,6,9,1172440.141659,1881977.380911,41.831596167,-87.642806584,"(41.831596167211686, -87.64280658395032)"
SR22-01600287,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Mobile Device,09/09/2022 06:32:38 AM,09/09/2022 09:35:44 AM,09/09/2022 09:35:44 AM,342 W 97TH ST,,,60628,342,W,97TH,ST,false,false,,,49,21,,P045,1,05,0511,23,,6,6,9,1175528.907194,1840675.916592,41.718191682,-87.632708245,"(41.71819168189364, -87.63270824505535)"
SR22-01600232,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Mobile Device,09/09/2022 05:55:13 AM,09/10/2022 12:12:07 PM,09/10/2022 12:12:07 PM,5107 W MELROSE ST,,,60641,5107,W,MELROSE,ST,false,false,,,15,31,,D014,3,16,1634,14,,5,6,9,1141689.362147,1921051.694841,41.939443803,-87.754668646,"(41.93944380313654, -87.75466864567501)"
SR22-01599821,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Mobile Device,09/08/2022 11:08:31 PM,09/10/2022 06:22:03 PM,09/10/2022 06:22:03 PM,4259 N LAWNDALE AVE,,,60618,4259,N,LAWNDALE,AVE,false,false,,,16,35,,G012,2,17,1723,31,,23,5,9,1151036.394516,1928281.78681,41.959105446,-87.720125222,"(41.95910544618149, -87.72012522216467)"
SR22-01599746,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/08/2022 10:43:45 PM,09/12/2022 01:55:36 PM,09/12/2022 01:55:36 PM,9206 S CREGIER AVE,,,60617,9206,S,CREGIER,AVE,false,false,,,48,8,,U044,1,04,0413,3,,22,5,9,1189700.839825,1844228.978599,41.727613454,-87.580688595,"(41.72761345381753, -87.5806885949533)"
SR22-01599599,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/08/2022 09:48:04 PM,09/09/2022 09:32:59 AM,09/09/2022 09:32:59 AM,12540 S HALSTED ST,,,,12540,S,HALSTED,ST,false,false,,,,,,N052,,,,,,21,5,9,1173270.412863,1821519.672756,41.6656741,-87.641543726,"(41.66567410048386, -87.64154372551319)"
SR22-01599555,Nuisance Animal Complaint,EAB,,Animal Care and Control,Canceled,Mobile Device,09/08/2022 09:34:25 PM,09/09/2022 09:32:30 AM,09/09/2022 09:32:30 AM,53 E PERSHING RD,,,60653,53,E,PERSHING,RD,false,false,,,38,3,,Q031,1,02,0213,24,,21,5,9,1177527.515328,1879060.46518,41.823478181,-87.624229003,"(41.82347818070972, -87.6242290029845)"
SR22-01599379,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/08/2022 08:43:39 PM,09/09/2022 09:23:49 AM,09/09/2022 09:23:49 AM,6213 S ALBANY AVE,,,60629,6213,S,ALBANY,AVE,false,false,,,66,16,,I036,2,08,0823,35,,20,5,9,1156864.593732,1863193.647624,41.780380439,-87.700462461,"(41.780380438601, -87.70046246122084)"
SR22-01599367,Nuisance Animal Complaint,EAB,,Animal Care and Control,Canceled,Internet,09/08/2022 08:41:42 PM,09/09/2022 09:23:13 AM,09/09/2022 09:23:13 AM,5535 W EDMUNDS ST,,,60630,5535,W,EDMUNDS,ST,false,false,,,11,45,,C010,2,16,1623,20,,20,5,9,1138544.872982,1932451.718455,41.970784222,-87.765948309,"(41.97078422200149, -87.7659483091591)"
SR22-01598750,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/08/2022 06:44:49 PM,09/09/2022 09:22:11 AM,09/09/2022 09:22:11 AM,5212 N MCVICKER AVE,,,60630,5212,N,MCVICKER,AVE,false,false,,,11,45,,A009,2,16,1622,24,,18,5,9,1134740.018705,1934374.269736,41.976128176,-87.779893651,"(41.97612817596413, -87.7798936510241)"
SR22-01598449,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/08/2022 05:44:50 PM,09/09/2022 01:25:51 PM,09/09/2022 01:25:51 PM,624 W 61ST ST,,,60621,624,W,61ST,ST,false,false,,,68,16,,O036,1,07,0711,25,,17,5,9,1173021.562381,1864579.738078,41.783842447,-87.641187385,"(41.78384244700878, -87.64118738536021)"
SR22-01598428,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/08/2022 05:39:39 PM,09/09/2022 09:26:49 PM,09/09/2022 09:26:49 PM,6125 S MEADE AVE,,,60638,6125,S,MEADE,AVE,true,false,,SR22-01583112,64,13,,A036,1,08,0812,11,,17,5,9,1136867.772745,1863171.264904,41.780699488,-87.773776058,"(41.7806994884509, -87.77377605793599)"
SR22-01597488,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,09/08/2022 03:24:34 PM,09/09/2022 09:20:09 AM,09/09/2022 09:20:09 AM,7127 S NORMAL BLVD,,,60621,7127,S,NORMAL,BLVD,false,false,,,68,6,,O039,3,07,0732,12,,15,5,9,1174266.667679,1857545.714748,41.764512692,-87.636831255,"(41.7645126919806, -87.63683125537769)"
SR22-01596997,Nuisance Animal Complaint,EAB,,Animal Care and Control,Canceled,Mobile Device,09/08/2022 02:32:49 PM,09/09/2022 09:19:10 AM,09/09/2022 09:19:10 AM,2906 W ADDISON ST,,,60618,2906,W,ADDISON,ST,false,false,,,16,33,,I013,3,17,1733,22,,14,5,9,1156308.501776,1923865.607381,41.946882007,-87.700862506,"(41.946882006582165, -87.70086250610674)"
SR22-01596197,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/08/2022 01:30:12 PM,09/09/2022 09:17:04 AM,09/09/2022 09:17:04 AM,4644 S LA CROSSE AVE,,,60638,4644,S,LA CROSSE,AVE,false,false,,,56,22,,D032,1,08,0814,1,,13,5,9,1144735.996818,1873218.731706,41.808127245,-87.744676918,"(41.80812724518951, -87.74467691754634)"
SR22-01595683,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Canceled,Phone Call,09/08/2022 12:47:28 PM,09/09/2022 09:16:18 AM,09/09/2022 09:16:18 AM,1314 E 69TH ST,,,60637,1314,E,69TH,ST,false,false,,,69,5,,T038,2,03,0321,30,,12,5,9,1186084.333126,1859619.903156,41.769933702,-87.593451465,"(41.769933701817216, -87.59345146530184)"
SR22-01594534,Nuisance Animal Complaint,EAB,,Animal Care and Control,Canceled,Internet,09/08/2022 10:45:09 AM,09/08/2022 10:49:04 AM,09/08/2022 10:49:04 AM,5545 S MULLIGAN AVE,,,60638,5545,S,MULLIGAN,AVE,false,false,,,56,13,,A035,1,08,0811,48,,10,5,9,1135076.644016,1866931.539589,41.791050168,-87.78025414,"(41.791050168062334, -87.78025413971021)"
SR22-01594508,Nuisance Animal Complaint,EAB,,Animal Care and Control,Canceled,Internet,09/08/2022 10:42:14 AM,09/08/2022 10:49:45 AM,09/08/2022 10:49:45 AM,5556 S MULLIGAN AVE,,,60638,5556,S,MULLIGAN,AVE,false,false,,,56,13,,A035,1,08,0811,48,,10,5,9,1134925.641961,1866797.783603,41.790685782,-87.780810995,"(41.79068578180958, -87.78081099529312)"
SR22-01594031,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/08/2022 09:54:05 AM,09/09/2022 09:15:01 AM,09/09/2022 09:15:01 AM,318 E 134TH ST,,,60827,318,E,134TH,ST,false,false,,,54,9,,Q054,3,05,0533,26,,9,5,9,1180647.391588,1816612.538849,41.652042494,-87.614696463,"(41.652042493568864, -87.61469646298838)"
SR22-01593399,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/08/2022 08:45:40 AM,09/09/2022 09:14:20 AM,09/09/2022 09:14:20 AM,3020 N NATCHEZ AVE,,,60634,3020,N,NATCHEZ,AVE,false,false,,,19,36,,Z115,1,25,2511,10,,8,5,9,1132472.530547,1919465.190674,41.935255984,-87.788580771,"(41.93525598359684, -87.78858077060269)"
SR22-01593104,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Canceled,Phone Call,09/08/2022 08:13:19 AM,09/09/2022 09:13:32 AM,09/09/2022 09:13:32 AM,5961 W WEST END AVE,,,60644,5961,W,WEST END,AVE,false,false,,,25,29,,B022,1,15,1512,18,,8,5,9,1136465.666869,1900825.949232,41.884037083,-87.774351975,"(41.88403708263852, -87.77435197464926)"
SR22-01593100,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Canceled,Phone Call,09/08/2022 08:13:01 AM,09/09/2022 09:12:40 AM,09/09/2022 09:12:40 AM,5959 W WEST END AVE,,,60644,5959,W,WEST END,AVE,false,false,,,25,29,,B022,1,15,1512,18,,8,5,9,1136487.28501,1900826.185335,41.884037344,-87.774272584,"(41.8840373441043, -87.77427258353833)"
SR22-01593097,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Canceled,Phone Call,09/08/2022 08:12:27 AM,09/09/2022 09:03:02 AM,09/09/2022 09:03:02 AM,204 N MASON AVE,,,60644,204,N,MASON,AVE,false,false,,,25,29,,B022,1,15,1512,18,,8,5,9,1136654.643884,1900943.287207,41.884355694,-87.773655209,"(41.88435569376179, -87.7736552090728)"
SR22-01593060,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/08/2022 08:08:00 AM,09/08/2022 02:31:11 PM,09/08/2022 02:31:11 PM,1333 W 31ST ST,,,60608,1333,W,31ST,ST,false,false,,,60,11,,M029,1,09,0913,11,,8,5,9,1167812.709065,1884146.06124,41.837648056,-87.65972264,"(41.83764805585514, -87.65972264031187)"
SR22-01592884,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Canceled,Phone Call,09/08/2022 07:43:19 AM,09/08/2022 02:25:15 PM,09/08/2022 02:25:15 PM,609 E 89TH ST,,,60619,609,E,89TH,ST,false,false,,,44,6,,R043,3,06,0633,13,,7,5,9,1181912.141781,1846033.789577,41.732749408,-87.609163928,"(41.73274940799028, -87.60916392833762)"
SR22-01592693,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,09/08/2022 07:14:14 AM,09/12/2022 02:33:04 PM,09/12/2022 02:33:04 PM,3846 N ELSTON AVE,,,60618,3846,N,ELSTON,AVE,false,false,,,16,35,,H013,3,17,1732,26,,7,5,9,1152234.144538,1925382.28751,41.951125411,-87.715798582,"(41.95112541139874, -87.7157985824203)"
SR22-01592006,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,09/07/2022 09:44:44 PM,09/12/2022 01:54:54 PM,09/12/2022 01:54:54 PM,638 E 87TH PL,,,60619,638,E,87TH,PL,false,false,,,44,6,,R043,3,06,0632,13,,21,4,9,1182192.086976,1847120.040049,41.735723737,-87.60810484,"(41.735723737177715, -87.60810483978346)"
SR22-01591354,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/07/2022 07:08:24 PM,09/09/2022 08:29:50 AM,09/09/2022 08:29:50 AM,8411 S KIMBARK AVE,,,60619,8411,S,KIMBARK,AVE,false,false,,,45,8,,T042,1,04,0412,37,,19,4,9,1186514.851338,1849416.411134,41.74192417,-87.592195596,"(41.7419241697013, -87.59219559629167)"
SR22-01591099,Nuisance Animal Complaint,EAB,,Animal Care and Control,Canceled,Mobile Device,09/07/2022 06:25:00 PM,09/08/2022 08:32:42 AM,09/08/2022 08:32:42 AM,4830 S KEELER AVE,,,60632,4830,S,KEELER,AVE,false,false,,,57,14,,F033,1,08,0815,7,,18,4,9,1149105.893041,1872120.539792,41.805030391,-87.728677332,"(41.8050303912643, -87.72867733247914)"
SR22-01590922,Nuisance Animal Complaint,EAB,,Animal Care and Control,Canceled,Internet,09/07/2022 05:46:13 PM,09/10/2022 09:21:15 AM,09/10/2022 09:21:15 AM,1625 N HONORE ST,,,60622,1625,N,HONORE,ST,false,false,,,24,32,,L018,3,14,1434,35,,17,4,9,1163842.516571,1910969.166308,41.911337501,-87.673534435,"(41.91133750121887, -87.67353443451799)"
SR22-01590276,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Mobile Device,09/07/2022 04:08:38 PM,09/10/2022 09:23:08 AM,09/10/2022 09:23:08 AM,9606 S DOBSON AVE,,,60628,9606,S,DOBSON,AVE,false,false,,,50,8,,S045,1,05,0511,22,,16,4,9,1184836.007909,1841410.903392,41.719995675,-87.598597147,"(41.719995675375706, -87.59859714740745)"
SR22-01590092,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,09/07/2022 03:43:25 PM,09/07/2022 04:23:41 PM,09/07/2022 04:23:41 PM,4431 S DRAKE AVE,,,60632,4431,S,DRAKE,AVE,false,false,,,58,14,,H032,2,08,0821,16,,15,4,9,1153551.643061,1874901.039148,41.812573485,-87.712298337,"(41.812573485024, -87.71229833687545)"
SR22-01589708,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/07/2022 02:57:32 PM,09/07/2022 04:23:03 PM,09/07/2022 04:23:03 PM,9528 S BENSLEY AVE,,,60617,9528,S,BENSLEY,AVE,false,false,,,51,10,,W045,3,04,0431,15,,14,4,9,1194361.642583,1842121.494111,41.721717222,-87.563684653,"(41.721717222374735, -87.56368465313373)"
SR22-01588819,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,09/07/2022 01:33:28 PM,09/07/2022 04:35:21 PM,09/07/2022 04:35:21 PM,1625 N HONORE ST,,,60622,1625,N,HONORE,ST,false,false,,,24,32,,L018,3,14,1434,35,,13,4,9,1163842.516571,1910969.166308,41.911337501,-87.673534435,"(41.91133750121887, -87.67353443451799)"
SR22-01588806,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/07/2022 01:31:48 PM,09/07/2022 04:21:39 PM,09/07/2022 04:21:39 PM,7343 S DREXEL AVE,,,60619,7343,S,DREXEL,AVE,false,false,,,69,8,,S039,2,03,0323,26,,13,4,9,1183510.56969,1856591.387566,41.761683529,-87.602979929,"(41.76168352910507, -87.60297992936995)"
SR22-01588660,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,09/07/2022 01:15:39 PM,09/07/2022 04:41:39 PM,09/07/2022 04:41:39 PM,4434 N LAMON AVE,,,60630,4434,N,LAMON,AVE,false,false,,,15,45,,D011,2,16,1623,14,,13,4,9,1142818.912585,1929194.694471,41.96176793,-87.750313586,"(41.96176793041506, -87.75031358621986)"
SR22-01588247,Nuisance Animal Complaint,EAB,,Animal Care and Control,Canceled,Internet,09/07/2022 12:29:22 PM,09/07/2022 12:35:26 PM,09/07/2022 12:35:26 PM,6656 N GLENWOOD AVE,,,60626,6656,N,GLENWOOD,AVE,false,false,,,1,49,,M006,3,24,2432,18,,12,4,9,1165648.466733,1944574.149667,42.003512706,-87.665938521,"(42.00351270551389, -87.66593852075934)"
SR22-01588043,Nuisance Animal Complaint,EAB,,Animal Care and Control,Completed,Internet,09/07/2022 12:03:18 PM,09/07/2022 04:30:58 PM,09/07/2022 04:30:58 PM,3211 W ARMITAGE AVE,,,60647,3211,W,ARMITAGE,AVE,false,false,,,22,26,,H018,2,14,1421,34,,12,4,9,1154562.814771,1913033.434094,41.917192854,-87.70756978,"(41.9171928539212, -87.70756977980429)"
SR22-01588003,Nuisance Animal Complaint,EAB,311 City Services,Animal Care and Control,Completed,Phone Call,09/07/2022 11:58:42 AM,09/07/2022 04:38:48 PM,09/07/2022 04:38:48 PM,4724 N KEYSTONE AVE,,,60630,4724,N,KEYSTONE,AVE,false,false,,,14,39,,F011,2,17,1722,31,,11,4,9,1148425.106944,1930933.89226,41.966433895,-87.729656783,"(41.96643389496944, -87.72965678301105)"
