SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR22-01732751,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/30/2022 09:12:36 AM,05/03/2023 01:43:19 PM,05/03/2023 01:43:19 PM,659 W 61ST ST,,,60621,659,W,61ST,ST,true,false,,SR22-01722724,68,16,,O036,1,07,0711,25,,9,6,9,1172728.783593,1864359.326702,41.783244076,-87.642267311,"(41.783244075645946, -87.64226731079094)"
SR22-01729870,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/29/2022 04:59:12 PM,09/30/2022 03:41:19 PM,09/30/2022 03:41:17 PM,8438 S WOLCOTT AVE,,,60620,8438,S,WOLCOTT,AVE,false,false,,,71,21,,L042,1,06,0614,7,,16,5,9,1165074.457588,1848535.533117,41.739986771,-87.670777485,"(41.739986770941606, -87.67077748465137)"
SR22-01727873,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/29/2022 01:07:47 PM,11/15/2022 11:57:54 AM,11/15/2022 11:57:54 AM,9542 S NORMAL AVE,,,60628,9542,S,NORMAL,AVE,false,false,,,73,21,,O045,2,22,2223,27,,13,5,9,1174564.269929,1841422.276299,41.720261285,-87.636219205,"(41.72026128478598, -87.63621920484162)"
SR22-01725588,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/29/2022 08:48:07 AM,10/19/2022 03:25:18 PM,10/19/2022 03:25:18 PM,4414 S WELLS ST,,,60609,4414,S,WELLS,ST,false,false,,,37,3,,P032,2,09,0925,5,,8,5,9,1175285.519414,1875647.517592,41.814163227,-87.632556115,"(41.8141632274281, -87.6325561151317)"
SR22-01722724,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/28/2022 04:07:24 PM,05/03/2023 01:43:18 PM,05/03/2023 01:43:18 PM,659 W 61ST ST,,,60621,659,W,61ST,ST,false,false,,,68,16,,O036,1,07,0711,25,,16,4,9,1172728.783593,1864359.326702,41.783244076,-87.642267311,"(41.783244075645946, -87.64226731079094)"
SR22-01721722,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/28/2022 02:21:18 PM,11/04/2022 10:50:35 AM,11/04/2022 10:50:35 AM,657 W HOBBIE ST,,,60610,657,W,HOBBIE,ST,false,false,,,8,27,,O020,2,18,1822,6,,14,4,9,1171575.912587,1907265.745833,41.901008352,-87.645233788,"(41.90100835211287, -87.645233788453)"
SR22-01720555,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/28/2022 12:25:28 PM,03/25/2024 01:20:08 PM,03/25/2024 01:20:08 PM,2250 W AINSLIE ST,,,60625,2250,W,AINSLIE,ST,false,false,,,4,40,,K010,3,20,2031,7,,12,4,9,1160256.542139,1932602.419366,41.970775424,-87.686108075,"(41.9707754243955, -87.6861080747354)"
SR22-01719250,Water Quality Concern,WCA,DWM - Department of Water Management,DWM - Department of Water Management,Completed,Alderman's Office,09/28/2022 09:48:53 AM,09/28/2022 10:09:45 AM,09/28/2022 10:09:45 AM,2845 W BERWYN AVE,,,60625,2845,W,BERWYN,AVE,false,false,,,4,40,,I009,1,20,2011,34,,9,4,9,1156234.041846,1934990.136135,41.977409883,-87.700834364,"(41.97740988259001, -87.70083436430912)"
SR22-01714457,Water Quality Concern,WCA,DWM - Department of Water Management,DWM - Department of Water Management,Canceled,E-Mail,09/27/2022 01:16:31 PM,07/08/2024 01:51:06 PM,07/08/2024 01:51:06 PM,4018 N PAULINA ST,,,60613,4018,N,PAULINA,ST,false,false,,,6,47,,L012,1,19,1912,25,,13,3,9,1164421.655485,1926870.463956,41.954959327,-87.670955557,"(41.954959327387186, -87.67095555670012)"
SR22-01712944,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/27/2022 10:16:39 AM,12/14/2022 11:06:18 AM,12/14/2022 11:06:18 AM,4845 N MULLIGAN AVE,,,60630,4845,N,MULLIGAN,AVE,false,false,,,11,41,,A010,2,16,1622,27,,10,3,9,1132954.756255,1932044.768347,41.969767261,-87.786513564,"(41.969767261416024, -87.786513563729)"
SR22-01709255,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/26/2022 05:20:53 PM,12/14/2022 11:06:36 AM,12/14/2022 11:06:36 AM,5044 N MONT CLARE AVE,,,60656,5044,N,MONT CLARE,AVE,false,false,,,10,41,,Y110,1,16,1613,12,,17,2,9,1127904.724405,1933278.984289,41.973241026,-87.805055072,"(41.973241025817686, -87.80505507239162)"
SR22-01708223,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/26/2022 02:49:06 PM,09/27/2022 09:40:19 AM,09/27/2022 09:40:19 AM,2926 W GREENLEAF AVE,,,60645,2926,W,GREENLEAF,AVE,false,false,,,2,50,,I005,1,24,2411,33,,14,2,9,1155487.1418,1946687.037533,42.009521815,-87.703264585,"(42.00952181542804, -87.70326458478625)"
SR22-01707594,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Open,Phone Call,09/26/2022 01:44:30 PM,09/27/2022 09:14:16 AM,,6938 W SUMMERDALE AVE,,,60656,6938,W,SUMMERDALE,AVE,false,false,,,10,41,,Y109,1,16,1613,38,,13,2,9,1128924.501941,1935061.749828,41.978115799,-87.801264321,"(41.97811579875968, -87.80126432085552)"
SR22-01707417,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/26/2022 01:23:15 PM,10/03/2022 01:37:55 PM,10/03/2022 01:37:55 PM,7100 W SUMMERDALE AVE,,,60656,7100,W,SUMMERDALE,AVE,false,false,,,10,41,,Y109,1,16,1613,45,,13,2,9,1127942.050736,1935048.521875,41.978096188,-87.804877671,"(41.97809618843251, -87.8048776705321)"
SR22-01705619,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/26/2022 10:31:26 AM,09/26/2022 03:53:45 PM,09/26/2022 03:53:45 PM,1134 N HOYNE AVE,,,60622,1134,N,HOYNE,AVE,false,false,,,24,2,,K020,1,12,1212,14,,10,2,9,1162123.832691,1907676.911953,41.902339416,-87.679940435,"(41.90233941553016, -87.67994043546271)"
SR22-01705294,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/26/2022 09:53:43 AM,12/14/2022 11:07:25 AM,12/14/2022 11:07:25 AM,1044 N HOYNE AVE,,,60622,1044,N,HOYNE,AVE,false,false,,,24,1,,K020,1,12,1212,14,,9,2,9,1162136.392965,1907120.286543,41.90081173,-87.679909873,"(41.900811729921166, -87.67990987269815)"
SR22-01696806,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Open,Phone Call,09/24/2022 09:42:49 AM,09/26/2022 10:51:54 AM,,1611 S RACINE AVE,,,60608,1611,S,RACINE,AVE,false,false,,,31,25,,N026,3,12,1235,17,,9,7,9,1168758.391485,1891987.146243,41.859144291,-87.656025592,"(41.85914429075006, -87.65602559158609)"
SR22-01696408,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/24/2022 07:57:20 AM,12/14/2022 11:07:53 AM,12/14/2022 11:07:53 AM,4306 S DREXEL BLVD,,,60653,4306,S,DREXEL,BLVD,false,false,,,39,4,,S032,2,02,0221,29,,7,7,9,1182908.066206,1876594.192642,41.816586996,-87.604566715,"(41.81658699594997, -87.60456671459312)"
SR22-01695365,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/23/2022 08:50:52 PM,12/14/2022 11:08:07 AM,12/14/2022 11:08:07 AM,4060 N MOODY AVE,,,60634,4060,N,MOODY,AVE,false,false,,,15,38,,A012,2,16,1624,21,,20,6,9,1134546.940852,1926595.431997,41.954785708,-87.780788163,"(41.95478570787941, -87.78078816305549)"
SR22-01695208,Water Quality Concern,WCA,,DWM - Department of Water Management,Completed,Mobile Device,09/23/2022 07:45:55 PM,09/26/2022 10:17:38 AM,09/26/2022 10:17:38 AM,6257 W BYRON ST,,,60634,6257,W,BYRON,ST,false,false,,,17,38,,A013,3,16,1633,37,,19,6,9,1133717.893968,1925206.787845,41.95098975,-87.783868662,"(41.95098975004062, -87.78386866167257)"
SR22-01694565,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/23/2022 05:01:39 PM,09/26/2022 09:41:14 AM,09/26/2022 09:41:14 AM,4248 N MOODY AVE,,,60634,4248,N,MOODY,AVE,false,false,,,15,38,,A012,2,16,1624,15,,17,6,9,1134515.143519,1927798.537214,41.958087714,-87.780876545,"(41.95808771367206, -87.78087654466391)"
SR22-01694544,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/23/2022 04:56:32 PM,09/26/2022 10:12:58 AM,09/26/2022 10:12:58 AM,4849 N OAK PARK AVE,,,60656,4849,N,OAK PARK,AVE,false,false,,,10,41,,Z110,1,16,1613,24,,16,6,9,1130325.143659,1932033.037509,41.969780719,-87.796183184,"(41.96978071917596, -87.79618318352388)"
SR22-01694362,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/23/2022 04:24:39 PM,12/14/2022 11:08:31 AM,12/14/2022 11:08:31 AM,4250 N MOODY AVE,,,60634,4250,N,MOODY,AVE,false,false,,,15,38,,A012,2,16,1624,15,,16,6,9,1134508.599236,1927824.74532,41.958159747,-87.780899983,"(41.95815974713448, -87.78089998306368)"
SR22-01694163,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/23/2022 03:52:06 PM,12/14/2022 11:12:26 AM,12/14/2022 11:12:26 AM,2941 W ESTES AVE,,,60645,2941,W,ESTES,AVE,false,false,,,2,50,,I005,1,24,2411,33,,15,6,9,1155359.308881,1946851.296794,42.00997513,-87.703730479,"(42.00997512983853, -87.70373047946147)"
SR22-01694076,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/23/2022 03:40:34 PM,12/14/2022 11:13:08 AM,12/14/2022 11:13:08 AM,2235 N HALSTED ST,,,60614,2235,N,HALSTED,ST,false,false,,,7,43,,O017,1,18,1812,29,,15,6,9,1170655.794686,1915223.75719,41.922865772,-87.648379999,"(41.922865771810244, -87.64837999869282)"
SR22-01693927,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/23/2022 03:20:27 PM,10/24/2022 03:45:35 PM,10/24/2022 03:45:35 PM,4305 N MEADE AVE,,,60634,4305,N,MEADE,AVE,false,false,,,15,38,,A012,2,16,1624,21,,15,6,9,1134981.143605,1928040.871851,41.958744448,-87.779157571,"(41.95874444750078, -87.7791575709304)"
SR22-01693328,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/23/2022 02:11:41 PM,03/27/2023 02:00:10 PM,03/27/2023 02:00:10 PM,,,,,,,,,false,false,,,,,,,,,,,,14,6,9,,,,,
SR22-01693139,Water Quality Concern,WCA,,DWM - Department of Water Management,Completed,Internet,09/23/2022 01:50:35 PM,09/23/2022 03:50:04 PM,09/23/2022 03:50:05 PM,4110 N MOODY AVE,,,60634,4110,N,MOODY,AVE,false,false,,,15,38,,A012,2,16,1624,21,,13,6,9,1134544.96535,1926764.373612,41.955249336,-87.780791421,"(41.955249335941424, -87.78079142115679)"
SR22-01692957,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/23/2022 01:32:06 PM,02/14/2023 02:16:06 PM,02/14/2023 02:16:06 PM,1278 W 74TH PL,,,60636,1278,W,74TH,PL,false,false,,,67,17,,M039,3,07,0734,5,,13,6,9,1168769.769554,1855446.911803,41.758873676,-87.657039297,"(41.75887367550026, -87.65703929738683)"
SR22-01692641,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/23/2022 01:00:28 PM,12/14/2022 11:13:22 AM,12/14/2022 11:13:22 AM,4352 S CHRISTIANA AVE,,,60632,4352,S,CHRISTIANA,AVE,false,false,,,58,12,,H032,2,08,0821,16,,13,6,9,1154672.463773,1875381.977682,41.813870945,-87.708174287,"(41.81387094462431, -87.70817428684909)"
SR22-01692242,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/23/2022 12:13:31 PM,09/23/2022 03:39:06 PM,09/23/2022 03:39:06 PM,4031 N MOODY AVE,,,60634,4031,N,MOODY,AVE,false,false,,,15,38,,A012,2,16,1624,21,,12,6,9,1134707.894416,1926304.787027,41.953985299,-87.780203357,"(41.9539852990897, -87.78020335677232)"
SR22-01692091,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/23/2022 11:56:46 AM,09/23/2022 02:42:04 PM,09/23/2022 02:42:04 PM,5111 N NORMANDY AVE,,,60656,5111,N,NORMANDY,AVE,false,false,,,10,45,,Z110,1,16,1613,48,,11,6,9,1130993.269674,1933644.058215,41.97419,-87.793689102,"(41.97419000048813, -87.79368910164962)"
SR22-01691998,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/23/2022 11:44:25 AM,12/14/2022 11:14:04 AM,12/14/2022 11:14:04 AM,5353 N NORMANDY AVE,,,60656,5353,N,NORMANDY,AVE,false,false,,,10,41,,Z109,1,16,1613,45,,11,6,9,1131064.145135,1935266.529264,41.978640995,-87.793390861,"(41.97864099464079, -87.79339086102505)"
SR22-01691986,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/23/2022 11:42:11 AM,12/14/2022 11:14:25 AM,12/14/2022 11:14:25 AM,5355 S NORMANDY AVE,,,60638,5355,S,NORMANDY,AVE,false,false,,,56,23,,Z134,1,08,0811,37,,11,6,9,1132639.417357,1868113.88857,41.79433743,-87.789163678,"(41.79433742992532, -87.78916367752393)"
SR22-01691374,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/23/2022 10:29:07 AM,12/14/2022 11:14:53 AM,12/14/2022 11:14:53 AM,4645 N SHERIDAN RD,,,60640,4645,N,SHERIDAN,RD,false,false,,,3,46,,N011,1,19,1914,32,,10,6,9,1168953.892254,1931166.407891,41.966650212,-87.65416917,"(41.96665021154529, -87.65416917010513)"
SR22-01690996,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/23/2022 09:44:53 AM,10/20/2022 03:07:28 PM,10/20/2022 03:07:28 PM,10107 S CRANDON AVE,,,60617,10107,S,CRANDON,AVE,false,false,,,51,7,,V046,3,04,0431,42,,9,6,9,1193560.1753,1838359.916765,41.711414708,-87.566742909,"(41.71141470849447, -87.56674290939736)"
SR22-01690787,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/23/2022 09:23:56 AM,10/21/2022 03:51:35 PM,10/21/2022 03:51:35 PM,6729 S CAMPBELL AVE,,,60629,6729,S,CAMPBELL,AVE,false,false,,,66,17,,J038,3,08,0832,8,,9,6,9,1160954.271441,1859819.026165,41.771036428,-87.685562107,"(41.77103642815016, -87.68556210738565)"
SR22-01688382,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/22/2022 06:08:39 PM,12/14/2022 11:15:10 AM,12/14/2022 11:15:10 AM,3018 W HOLLYWOOD AVE,,,60659,3018,W,HOLLYWOOD,AVE,false,false,,,2,50,,I008,1,20,2011,29,,18,5,9,1155106.995202,1937799.686394,41.985142196,-87.704903253,"(41.98514219632374, -87.70490325301802)"
SR22-01686718,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/22/2022 02:03:55 PM,10/20/2022 11:26:18 AM,10/20/2022 11:26:18 AM,4171 W 24TH PL,,,60623,4171,W,24TH,PL,false,false,,,30,22,,F027,1,10,1013,17,,14,5,9,1148911.004885,1887320.92634,41.846746131,-87.728999961,"(41.846746131495735, -87.7289999612219)"
SR22-01683753,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/22/2022 08:58:36 AM,02/14/2023 02:19:24 PM,02/14/2023 02:19:24 PM,5803 S WOOD ST,,,60636,5803,S,WOOD,ST,false,false,,,67,15,,L035,1,07,0715,17,,8,5,9,1165421.641857,1866156.039496,41.788332516,-87.669006841,"(41.78833251569875, -87.66900684060995)"
SR22-01681207,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/21/2022 04:57:50 PM,11/04/2022 10:46:39 AM,11/04/2022 10:46:39 AM,441 W 110TH PL,,,60628,441,W,110TH,PL,false,false,,,49,34,,O048,3,22,2233,36,,16,4,9,1175114.846653,1831547.280517,41.693150615,-87.634496115,"(41.69315061479455, -87.63449611525432)"
SR22-01680337,Water Quality Concern,WCA,,DWM - Department of Water Management,Completed,Internet,09/21/2022 03:01:14 PM,10/19/2022 03:36:44 PM,10/19/2022 03:36:44 PM,8101 S ARTESIAN AVE,,,60652,8101,S,ARTESIAN,AVE,false,false,,,70,18,,J041,3,08,0835,14,,15,4,9,1161516.642673,1850818.78916,41.746326807,-87.683749767,"(41.74632680669444, -87.6837497669294)"
SR22-01679666,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/21/2022 01:41:40 PM,09/21/2022 03:16:46 PM,09/21/2022 03:16:46 PM,6113 S NASHVILLE AVE,,,60638,6113,S,NASHVILLE,AVE,false,false,,,64,13,,Z136,1,08,0812,31,,13,4,9,1133533.143169,1863197.039363,41.780829114,-87.786001117,"(41.78082911410131, -87.78600111699166)"
SR22-01678964,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/21/2022 12:24:03 PM,10/19/2022 03:21:06 PM,10/19/2022 03:21:06 PM,8229 S CALUMET AVE,,,60619,8229,S,CALUMET,AVE,false,false,,,44,6,,Q041,3,06,0631,1,,12,4,9,1180079.4122,1850393.810008,41.744755939,-87.615744811,"(41.744755939012016, -87.61574481096565)"
SR22-01675159,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/20/2022 07:23:54 PM,09/21/2022 11:33:58 AM,09/21/2022 11:33:58 AM,2635 N RACINE AVE,,,60614,2635,N,RACINE,AVE,false,false,,,7,43,,N016,3,19,1932,2,,19,3,9,1167927.859532,1917789.251991,41.929964981,-87.658329077,"(41.92996498108882, -87.65832907723787)"
SR22-01673817,Water Quality Concern,WCA,Alderman,DWM - Department of Water Management,Canceled,Alderman's Office,09/20/2022 03:44:09 PM,09/21/2022 08:41:47 AM,09/21/2022 08:41:47 AM,7305 S CAMPBELL AVE,,,60629,7305,S,CAMPBELL,AVE,false,false,,,66,18,,J039,3,08,0835,33,,15,3,9,1161051.453094,1856094.171142,41.760812876,-87.685308741,"(41.760812876262975, -87.68530874082053)"
SR22-01673813,Water Quality Concern,WCA,Alderman,DWM - Department of Water Management,Completed,Alderman's Office,09/20/2022 03:43:43 PM,09/21/2022 11:26:08 AM,09/21/2022 11:26:08 AM,7301 S CAMPBELL AVE,,,60629,7301,S,CAMPBELL,AVE,false,false,,,66,18,,J039,3,08,0835,33,,15,3,9,1161047.455627,1856123.688387,41.760893959,-87.685322577,"(41.760893958574826, -87.68532257689888)"
SR22-01673611,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/20/2022 03:26:24 PM,10/20/2022 09:42:49 AM,10/20/2022 09:42:49 AM,5650 N KERBS AVE,,,60646,5650,N,KERBS,AVE,false,false,,,12,39,,E008,1,17,1711,4,,15,3,9,1143812.222172,1937410.479673,41.984294078,-87.746454644,"(41.984294078129956, -87.74645464413943)"
SR22-01672544,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/20/2022 01:58:06 PM,09/21/2022 10:02:10 AM,09/21/2022 10:02:10 AM,848 N MAPLEWOOD AVE,,,60622,848,N,MAPLEWOOD,AVE,false,false,,,24,26,,J020,1,12,1211,3,,13,3,9,1159146.726078,1905782.382523,41.89720237,-87.69092793,"(41.89720236961524, -87.69092793024289)"
SR22-01671083,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/20/2022 11:26:45 AM,09/21/2022 09:42:56 AM,09/21/2022 09:42:56 AM,5045 N NATCHEZ AVE,,,60656,5045,N,NATCHEZ,AVE,false,false,,,10,45,,Z110,1,16,1613,47,,11,3,9,1132312.122483,1933348.767028,41.973356793,-87.788846116,"(41.973356792845685, -87.7888461163756)"
SR22-01670884,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/20/2022 11:01:07 AM,12/14/2022 11:15:56 AM,12/14/2022 11:15:56 AM,3335 N KEATING AVE,,,60641,3335,N,KEATING,AVE,false,false,,,15,30,,E014,3,17,1731,27,,11,3,9,1144322.917145,1921912.631982,41.941757104,-87.744967747,"(41.9417571040101, -87.74496774721885)"
SR22-01670408,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/20/2022 10:10:51 AM,09/21/2022 08:44:05 AM,09/21/2022 08:44:05 AM,4310 S DREXEL BLVD,,,60653,4310,S,DREXEL,BLVD,false,false,,,39,4,,S032,2,02,0221,29,,10,3,9,1182909.197611,1876553.151441,41.81647435,-87.604563841,"(41.81647434951127, -87.60456384118636)"
SR22-01670336,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/20/2022 10:03:53 AM,10/24/2022 03:44:53 PM,10/24/2022 03:44:53 PM,6206 S TROY ST,,,60629,6206,S,TROY,ST,false,false,,,66,16,,I036,2,08,0823,35,,10,3,9,1156308.938865,1863235.114252,41.780505433,-87.702498488,"(41.78050543325448, -87.70249848832691)"
SR22-01669601,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/20/2022 08:45:02 AM,09/21/2022 08:44:12 AM,09/21/2022 08:44:12 AM,4306 S DREXEL BLVD,,,60653,4306,S,DREXEL,BLVD,false,false,,,39,4,,S032,2,02,0221,29,,8,3,9,1182908.167973,1876591.983012,41.81658093,-87.60456641,"(41.81658093019271, -87.60456641003435)"
SR22-01667930,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/19/2022 08:13:36 PM,12/14/2022 11:17:07 AM,12/14/2022 11:17:07 AM,2649 W RASCHER AVE,,,60625,2649,W,RASCHER,AVE,false,false,,,4,40,,J009,1,20,2011,1,,20,2,9,1157495.042369,1936010.772361,41.980184915,-87.696169145,"(41.980184915187124, -87.69616914547069)"
SR22-01666787,Water Quality Concern,WCA,,DWM - Department of Water Management,Canceled,Mobile Device,09/19/2022 04:38:57 PM,12/14/2022 11:17:27 AM,12/14/2022 11:17:27 AM,6516 S ALBANY AVE,,,60629,6516,S,ALBANY,AVE,false,false,,,66,15,,I037,3,08,0831,12,,16,2,9,1156771.392338,1861169.538642,41.774827866,-87.700858734,"(41.77482786602997, -87.70085873437036)"
SR22-01664943,Water Quality Concern,WCA,,DWM - Department of Water Management,Canceled,Internet,09/19/2022 01:35:57 PM,09/23/2022 12:55:45 PM,09/23/2022 12:55:45 PM,2845 W BERWYN AVE,,,60625,2845,W,BERWYN,AVE,false,false,,,4,40,,I009,1,20,2011,34,,13,2,9,1156234.041846,1934990.136135,41.977409883,-87.700834364,"(41.97740988259001, -87.70083436430912)"
SR22-01664480,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/19/2022 12:54:38 PM,09/20/2022 09:45:13 AM,09/20/2022 09:45:13 AM,3116 N OCTAVIA AVE,,,60707,3116,N,OCTAVIA,AVE,false,false,,,17,29,,X115,1,25,2511,29,,12,2,9,1126797.093787,1920024.634789,41.936888233,-87.809426137,"(41.93688823272219, -87.80942613665988)"
SR22-01664453,Water Quality Concern,WCA,Alderman,DWM - Department of Water Management,Completed,Alderman's Office,09/19/2022 12:51:46 PM,09/20/2022 09:40:35 AM,09/20/2022 09:40:35 AM,10714 S SPAULDING AVE,,,60655,10714,S,SPAULDING,AVE,false,false,,,74,19,,H048,1,22,2211,8,,12,2,9,1156171.157879,1833284.008927,41.698317355,-87.703806863,"(41.69831735450039, -87.7038068628404)"
SR22-01662386,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/19/2022 08:36:23 AM,09/19/2022 10:44:36 AM,09/19/2022 10:44:36 AM,7931 S WABASH AVE,,,60619,7931,S,WABASH,AVE,false,false,,,44,6,,Q041,2,06,0623,41,,8,2,9,1178188.142005,1852311.288309,41.750060797,-87.622616605,"(41.750060797127446, -87.62261660548279)"
SR22-01661390,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/18/2022 10:29:49 PM,12/14/2022 11:17:48 AM,12/14/2022 11:17:48 AM,1803 W HURON ST,,,60622,1803,W,HURON,ST,false,false,,,24,36,,L021,2,12,1221,33,,22,1,9,1164222.403232,1904709.238426,41.894151778,-87.672316061,"(41.89415177844097, -87.67231606066639)"
SR22-01658897,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Completed,Phone Call,09/18/2022 10:40:27 AM,09/19/2022 09:57:27 AM,09/19/2022 09:57:27 AM,7140 N ODELL AVE,,,60631,7140,N,ODELL,AVE,false,false,,,9,41,,X105,1,16,1611,44,,10,1,9,1126139.001879,1947022.071084,42.010983104,-87.811240078,"(42.01098310440343, -87.81124007785657)"
SR22-01658891,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/18/2022 10:38:22 AM,12/14/2022 11:18:09 AM,12/14/2022 11:18:09 AM,8950 S LEAVITT ST,,,60620,8950,S,LEAVITT,ST,false,false,,,72,19,,K043,2,22,2221,56,,10,1,9,1163179.141743,1845052.789024,41.730469411,-87.67781889,"(41.73046941132618, -87.67781888963901)"
SR22-01651943,Water Quality Concern,WCA,311 City Services,DWM - Department of Water Management,Canceled,Phone Call,09/16/2022 04:38:17 PM,12/14/2022 11:18:23 AM,12/14/2022 11:18:23 AM,6111 W NEWPORT AVE,,,60634,6111,W,NEWPORT,AVE,false,false,,,17,30,,A014,3,16,1633,18,,16,6,9,1134957.931448,1922223.24364,41.942780683,-87.77938115,"(41.942780683345106, -87.77938114963209)"
SR22-01651905,Water Quality Concern,WCA,,DWM - Department of Water Management,Canceled,Mobile Device,09/16/2022 04:32:03 PM,12/14/2022 11:18:44 AM,12/14/2022 11:18:44 AM,1310 N MENARD AVE,,,60651,1310,N,MENARD,AVE,false,false,,,25,29,,B019,3,25,2531,41,,16,6,9,1137432.008257,1908205.96857,41.904271466,-87.770625673,"(41.90427146555481, -87.77062567296888)"
